TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
HH;9383;60_PL;24
FF;9384;60_PL;5
HF-F;9384;60_PL;42
HF-H;9384;60_PL;47
HH;9384;60_PL;4
FF;942A;60_PL;1
HF-F;942A;60_PL;25
HF-H;942A;60_PL;22
HH;942A;60_PL;1
FF;942B;60_PL;2
HF-F;942B;60_PL;12
HF-H;942B;60_PL;24
HH;942B;60_PL;2
FF;971;60_PL;2
HF-F;971;60_PL;36
HF-H;971;60_PL;38
HH;971;60_PL;2
FF;972;60_PL;0
HF-F;972;60_PL;71
HF-H;972;60_PL;83
HH;972;60_PL;2
FF;973;60_PL;0
HF-F;973;60_PL;17
HF-H;973;60_PL;39
HH;973;60_PL;1
FF;974;60_PL;1
HF-F;974;60_PL;64
HF-H;974;60_PL;86
HH;974;60_PL;3
FF;976;60_PL;0
HF-F;976;60_PL;1
HF-H;976;60_PL;1
HH;976;60_PL;0
FF;1175;TOTAL;277
HF-F;1175;TOTAL;6803
HF-H;1175;TOTAL;6637
HH;1175;TOTAL;753
FF;1177;TOTAL;108
HF-F;1177;TOTAL;4112
HF-H;1177;TOTAL;4046
HH;1177;TOTAL;89
FF;1178;TOTAL;103
HF-F;1178;TOTAL;3954
HF-H;1178;TOTAL;3884
HH;1178;TOTAL;63
FF;1191;TOTAL;80
HF-F;1191;TOTAL;3553
HF-H;1191;TOTAL;3537
HH;1191;TOTAL;49
FF;1192;TOTAL;127
HF-F;1192;TOTAL;4820
HF-H;1192;TOTAL;4718
HH;1192;TOTAL;135
FF;1193;TOTAL;78
HF-F;1193;TOTAL;4400
HF-H;1193;TOTAL;4389
HH;1193;TOTAL;86
FF;1194;TOTAL;103
HF-F;1194;TOTAL;3986
HF-H;1194;TOTAL;3908
HH;1194;TOTAL;99
FF;1195;TOTAL;55
HF-F;1195;TOTAL;3830
HF-H;1195;TOTAL;3769
HH;1195;TOTAL;46
FF;2418;TOTAL;18
HF-F;2418;TOTAL;684
HF-H;2418;TOTAL;683
HH;2418;TOTAL;17
FF;2428;TOTAL;26
HF-F;2428;TOTAL;1078
HF-H;2428;TOTAL;1056
HH;2428;TOTAL;22
FF;2436;TOTAL;14
HF-F;2436;TOTAL;469
HF-H;2436;TOTAL;471
HH;2436;TOTAL;13
FF;2437;TOTAL;73
HF-F;2437;TOTAL;1565
HF-H;2437;TOTAL;1510
HH;2437;TOTAL;51
FF;2441;TOTAL;26
HF-F;2441;TOTAL;806
HF-H;2441;TOTAL;799
HH;2441;TOTAL;12
FF;2445;TOTAL;60
HF-F;2445;TOTAL;1734
HF-H;2445;TOTAL;1724
HH;2445;TOTAL;49
FF;2721;TOTAL;49
HF-F;2721;TOTAL;1276
HF-H;2721;TOTAL;1306
HH;2721;TOTAL;38
FF;2725;TOTAL;47
HF-F;2725;TOTAL;1351
HF-H;2725;TOTAL;1344
HH;2725;TOTAL;33
FF;2739;TOTAL;23
HF-F;2739;TOTAL;626
HF-H;2739;TOTAL;633
HH;2739;TOTAL;14
FF;2758;TOTAL;11
HF-F;2758;TOTAL;448
HF-H;2758;TOTAL;454
HH;2758;TOTAL;19
FF;2770;TOTAL;24
HF-F;2770;TOTAL;551
HF-H;2770;TOTAL;532
HH;2770;TOTAL;20
FF;2771;TOTAL;30
HF-F;2771;TOTAL;1323
HF-H;2771;TOTAL;1306
HH;2771;TOTAL;29
FF;2789;TOTAL;29
HF-F;2789;TOTAL;834
HF-H;2789;TOTAL;810
HH;2789;TOTAL;27
FF;2790;TOTAL;7
HF-F;2790;TOTAL;400
HF-H;2790;TOTAL;405
HH;2790;TOTAL;6
FF;2814;TOTAL;80
HF-F;2814;TOTAL;1867
HF-H;2814;TOTAL;1830
HH;2814;TOTAL;66
FF;2827;TOTAL;68
HF-F;2827;TOTAL;1619
HF-H;2827;TOTAL;1583
HH;2827;TOTAL;55
FF;2850;TOTAL;31
HF-F;2850;TOTAL;1162
HF-H;2850;TOTAL;1151
HH;2850;TOTAL;53
FF;2861;TOTAL;19
HF-F;2861;TOTAL;655
HF-H;2861;TOTAL;642
HH;2861;TOTAL;36
FF;2876;TOTAL;131
HF-F;2876;TOTAL;3125
HF-H;2876;TOTAL;3141
HH;2876;TOTAL;99
FF;3202;TOTAL;47
HF-F;3202;TOTAL;1177
HF-H;3202;TOTAL;1157
HH;3202;TOTAL;19
FF;3259;TOTAL;281
HF-F;3259;TOTAL;6969
HF-H;3259;TOTAL;6864
HH;3259;TOTAL;186
FF;3260;TOTAL;55
HF-F;3260;TOTAL;1935
HF-H;3260;TOTAL;1946
HH;3260;TOTAL;40
FF;3262;TOTAL;196
HF-F;3262;TOTAL;3606
HF-H;3262;TOTAL;3587
HH;3262;TOTAL;109
FF;3280;TOTAL;47
HF-F;3280;TOTAL;1196
HF-H;3280;TOTAL;1196
HH;3280;TOTAL;25
FF;4408;TOTAL;28
HF-F;4408;TOTAL;567
HF-H;4408;TOTAL;555
HH;4408;TOTAL;16
FF;4410;TOTAL;28
HF-F;4410;TOTAL;711
HF-H;4410;TOTAL;695
HH;4410;TOTAL;12
FF;4451;TOTAL;35
HF-F;4451;TOTAL;1335
HF-H;4451;TOTAL;1357
HH;4451;TOTAL;22
FF;4452;TOTAL;7
HF-F;4452;TOTAL;376
HF-H;4452;TOTAL;363
HH;4452;TOTAL;8
FF;4454;TOTAL;69
HF-F;4454;TOTAL;1768
HF-H;4454;TOTAL;1776
HH;4454;TOTAL;49
FF;4455;TOTAL;7
HF-F;4455;TOTAL;406
HF-H;4455;TOTAL;398
HH;4455;TOTAL;6
FF;4457;TOTAL;78
HF-F;4457;TOTAL;2785
HF-H;4457;TOTAL;2790
HH;4457;TOTAL;43
FF;4467;TOTAL;78
HF-F;4467;TOTAL;3232
HF-H;4467;TOTAL;3221
HH;4467;TOTAL;48
FF;4468;TOTAL;49
HF-F;4468;TOTAL;2134
HF-H;4468;TOTAL;2091
HH;4468;TOTAL;37
FF;4488;TOTAL;22
HF-F;4488;TOTAL;813
HF-H;4488;TOTAL;797
HH;4488;TOTAL;15
FF;5244;TOTAL;170
HF-F;5244;TOTAL;3760
HF-H;5244;TOTAL;3745
HH;5244;TOTAL;146
FF;5249;TOTAL;79
HF-F;5249;TOTAL;2204
HF-H;5249;TOTAL;2155
HH;5249;TOTAL;40
FF;5253;TOTAL;22
HF-F;5253;TOTAL;724
HF-H;5253;TOTAL;736
HH;5253;TOTAL;9
FF;5272;TOTAL;67
HF-F;5272;TOTAL;1304
HF-H;5272;TOTAL;1300
HH;5272;TOTAL;45
FF;5285;TOTAL;101
HF-F;5285;TOTAL;1876
HF-H;5285;TOTAL;1829
HH;5285;TOTAL;63
FF;5322;TOTAL;78
HF-F;5322;TOTAL;1397
HF-H;5322;TOTAL;1384
HH;5322;TOTAL;27
FF;5329;TOTAL;96
HF-F;5329;TOTAL;2138
HF-H;5329;TOTAL;2154
HH;5329;TOTAL;54
FF;5335;TOTAL;103
HF-F;5335;TOTAL;2563
HF-H;5335;TOTAL;2554
HH;5335;TOTAL;74
FF;5356;TOTAL;75
HF-F;5356;TOTAL;1954
HF-H;5356;TOTAL;1954
HH;5356;TOTAL;43
FF;7516;TOTAL;35
HF-F;7516;TOTAL;826
HF-H;7516;TOTAL;820
HH;7516;TOTAL;35
FF;7517;TOTAL;99
HF-F;7517;TOTAL;1620
HF-H;7517;TOTAL;1597
HH;7517;TOTAL;68
FF;7519;TOTAL;23
HF-F;7519;TOTAL;520
HF-H;7519;TOTAL;518
HH;7519;TOTAL;23
FF;7523;TOTAL;11
HF-F;7523;TOTAL;214
HF-H;7523;TOTAL;210
HH;7523;TOTAL;3
FF;7524;TOTAL;39
HF-F;7524;TOTAL;1000
HF-H;7524;TOTAL;987
HH;7524;TOTAL;31
FF;7533;TOTAL;211
HF-F;7533;TOTAL;4276
HF-H;7533;TOTAL;4207
HH;7533;TOTAL;160
FF;7540;TOTAL;58
HF-F;7540;TOTAL;1019
HF-H;7540;TOTAL;1021
HH;7540;TOTAL;20
FF;7547;TOTAL;32
HF-F;7547;TOTAL;744
HF-H;7547;TOTAL;735
HH;7547;TOTAL;19
FF;7564;TOTAL;76
HF-F;7564;TOTAL;1537
HF-H;7564;TOTAL;1488
HH;7564;TOTAL;60
FF;7579;TOTAL;25
HF-F;7579;TOTAL;754
HF-H;7579;TOTAL;728
HH;7579;TOTAL;15
FF;7586;TOTAL;49
HF-F;7586;TOTAL;901
HF-H;7586;TOTAL;884
HH;7586;TOTAL;24
FF;7587;TOTAL;40
HF-F;7587;TOTAL;781
HF-H;7587;TOTAL;754
HH;7587;TOTAL;32
FF;7609;TOTAL;21
HF-F;7609;TOTAL;347
HF-H;7609;TOTAL;354
HH;7609;TOTAL;19
FF;7611;TOTAL;48
HF-F;7611;TOTAL;925
HF-H;7611;TOTAL;916
HH;7611;TOTAL;22
FF;7612;TOTAL;31
HF-F;7612;TOTAL;681
HF-H;7612;TOTAL;652
HH;7612;TOTAL;23
FF;7630;TOTAL;96
HF-F;7630;TOTAL;2080
HF-H;7630;TOTAL;2096
HH;7630;TOTAL;85
FF;7631;TOTAL;197
HF-F;7631;TOTAL;3434
HF-H;7631;TOTAL;3431
HH;7631;TOTAL;135
FF;7632;TOTAL;20
HF-F;7632;TOTAL;476
HF-H;7632;TOTAL;462
HH;7632;TOTAL;17
FF;7634;TOTAL;177
HF-F;7634;TOTAL;3075
HF-H;7634;TOTAL;3055
HH;7634;TOTAL;134
FF;7646;TOTAL;17
HF-F;7646;TOTAL;433
HF-H;7646;TOTAL;423
HH;7646;TOTAL;10
FF;7648;TOTAL;9
HF-F;7648;TOTAL;145
HF-H;7648;TOTAL;148
HH;7648;TOTAL;1
FF;7665;TOTAL;24
HF-F;7665;TOTAL;482
HF-H;7665;TOTAL;465
HH;7665;TOTAL;11
FF;7666;TOTAL;61
HF-F;7666;TOTAL;1202
HF-H;7666;TOTAL;1154
HH;7666;TOTAL;63
FF;7681;TOTAL;46
HF-F;7681;TOTAL;867
HF-H;7681;TOTAL;872
HH;7681;TOTAL;21
FF;7682;TOTAL;31
HF-F;7682;TOTAL;662
HF-H;7682;TOTAL;663
HH;7682;TOTAL;18
FF;8401;TOTAL;53
HF-F;8401;TOTAL;1757
HF-H;8401;TOTAL;1739
HH;8401;TOTAL;32
FF;8403;TOTAL;21
HF-F;8403;TOTAL;769
HF-H;8403;TOTAL;753
HH;8403;TOTAL;19
FF;8407;TOTAL;34
HF-F;8407;TOTAL;868
HF-H;8407;TOTAL;855
HH;8407;TOTAL;29
FF;8415;TOTAL;13
HF-F;8415;TOTAL;308
HF-H;8415;TOTAL;303
HH;8415;TOTAL;8
FF;8426;TOTAL;64
HF-F;8426;TOTAL;1546
HF-H;8426;TOTAL;1517
HH;8426;TOTAL;37
FF;8438;TOTAL;124
HF-F;8438;TOTAL;3536
HF-H;8438;TOTAL;3513
HH;8438;TOTAL;78
FF;8442;TOTAL;53
HF-F;8442;TOTAL;2008
HF-H;8442;TOTAL;1993
HH;8442;TOTAL;46
FF;8443;TOTAL;10
HF-F;8443;TOTAL;562
HF-H;8443;TOTAL;554
HH;8443;TOTAL;8
FF;8463;TOTAL;61
HF-F;8463;TOTAL;1497
HF-H;8463;TOTAL;1500
HH;8463;TOTAL;61
FF;8469;TOTAL;206
HF-F;8469;TOTAL;5360
HF-H;8469;TOTAL;5325
HH;8469;TOTAL;155
FF;8473;TOTAL;46
HF-F;8473;TOTAL;1184
HF-H;8473;TOTAL;1198
HH;8473;TOTAL;18
FF;8474;TOTAL;87
HF-F;8474;TOTAL;2401
HF-H;8474;TOTAL;2372
HH;8474;TOTAL;61
FF;9304;TOTAL;19
HF-F;9304;TOTAL;434
HF-H;9304;TOTAL;421
HH;9304;TOTAL;20
FF;9305;TOTAL;21
HF-F;9305;TOTAL;378
HF-H;9305;TOTAL;377
HH;9305;TOTAL;2
FF;9306;TOTAL;102
HF-F;9306;TOTAL;2994
HF-H;9306;TOTAL;2935
HH;9306;TOTAL;136
FF;9313;TOTAL;181
HF-F;9313;TOTAL;5910
HF-H;9313;TOTAL;5826
HH;9313;TOTAL;147
FF;9383;TOTAL;132
HF-F;9383;TOTAL;3081
HF-H;9383;TOTAL;3016
HH;9383;TOTAL;113
FF;9384;TOTAL;59
HF-F;9384;TOTAL;1722
HF-H;9384;TOTAL;1714
HH;9384;TOTAL;38
FF;942A;TOTAL;9
HF-F;942A;TOTAL;439
HF-H;942A;TOTAL;420
HH;942A;TOTAL;8
FF;942B;TOTAL;13
HF-F;942B;TOTAL;450
HF-H;942B;TOTAL;454
HH;942B;TOTAL;2
FF;971;TOTAL;10
HF-F;971;TOTAL;779
HF-H;971;TOTAL;690
HH;971;TOTAL;4
FF;972;TOTAL;6
HF-F;972;TOTAL;890
HF-H;972;TOTAL;819
HH;972;TOTAL;6
FF;973;TOTAL;6
HF-F;973;TOTAL;551
HF-H;973;TOTAL;518
HH;973;TOTAL;6
FF;974;TOTAL;53
HF-F;974;TOTAL;2583
HF-H;974;TOTAL;2519
HH;974;TOTAL;32
FF;976;TOTAL;0
HF-F;976;TOTAL;309
HF-H;976;TOTAL;302
HH;976;TOTAL;4
FF;11XX;14_19;0
HF-F;11XX;14_19;169
HF-H;11XX;14_19;15
HH;11XX;14_19;1
FF;24XX;14_19;0
HF-F;24XX;14_19;22
HF-H;24XX;14_19;9
HH;24XX;14_19;0
FF;27XX;14_19;0
HF-F;27XX;14_19;37
HF-H;27XX;14_19;9
HH;27XX;14_19;0
FF;28XX;14_19;0
HF-F;28XX;14_19;32
HF-H;28XX;14_19;7
HH;28XX;14_19;0
FF;32XX;14_19;3
HF-F;32XX;14_19;72
HF-H;32XX;14_19;13
HH;32XX;14_19;0
FF;44XX;14_19;0
HF-F;44XX;14_19;86
HF-H;44XX;14_19;10
HH;44XX;14_19;0
FF;52XX;14_19;1
HF-F;52XX;14_19;27
HF-H;52XX;14_19;1
HH;52XX;14_19;0
FF;53XX;14_19;0
HF-F;53XX;14_19;20
HF-H;53XX;14_19;4
HH;53XX;14_19;0
FF;75XX;14_19;1
HF-F;75XX;14_19;38
HF-H;75XX;14_19;9
HH;75XX;14_19;0
FF;76XX;14_19;0
HF-F;76XX;14_19;92
HF-H;76XX;14_19;12
HH;76XX;14_19;0
FF;84XX;14_19;0
HF-F;84XX;14_19;137
HF-H;84XX;14_19;20
HH;84XX;14_19;0
FF;93XX;14_19;0
HF-F;93XX;14_19;71
HF-H;93XX;14_19;19
HH;93XX;14_19;0
FF;94XX;14_19;0
HF-F;94XX;14_19;2
HF-H;94XX;14_19;0
HH;94XX;14_19;0
FF;97XX;14_19;0
HF-F;97XX;14_19;32
HF-H;97XX;14_19;2
HH;97XX;14_19;0
FF;11XX;20_24;29
HF-F;11XX;20_24;3884
HF-H;11XX;20_24;1775
HH;11XX;20_24;24
FF;24XX;20_24;7
HF-F;24XX;20_24;596
HF-H;24XX;20_24;315
HH;24XX;20_24;3
FF;27XX;20_24;8
HF-F;27XX;20_24;668
HF-H;27XX;20_24;364
HH;27XX;20_24;6
FF;28XX;20_24;13
HF-F;28XX;20_24;597
HF-H;28XX;20_24;296
HH;28XX;20_24;8
FF;32XX;20_24;58
HF-F;32XX;20_24;1406
HF-H;32XX;20_24;743
HH;32XX;20_24;17
FF;44XX;20_24;39
HF-F;44XX;20_24;1520
HF-H;44XX;20_24;811
HH;44XX;20_24;12
FF;52XX;20_24;28
HF-F;52XX;20_24;607
HF-H;52XX;20_24;315
HH;52XX;20_24;12
FF;53XX;20_24;6
HF-F;53XX;20_24;379
HF-H;53XX;20_24;213
HH;53XX;20_24;3
FF;75XX;20_24;30
HF-F;75XX;20_24;876
HF-H;75XX;20_24;493
HH;75XX;20_24;7
FF;76XX;20_24;39
HF-F;76XX;20_24;1344
HF-H;76XX;20_24;728
HH;76XX;20_24;10
FF;84XX;20_24;40
HF-F;84XX;20_24;2373
HF-H;84XX;20_24;1312
HH;84XX;20_24;16
FF;93XX;20_24;33
HF-F;93XX;20_24;1461
HF-H;93XX;20_24;707
HH;93XX;20_24;8
FF;94XX;20_24;0
HF-F;94XX;20_24;48
HF-H;94XX;20_24;24
HH;94XX;20_24;0
FF;97XX;20_24;6
HF-F;97XX;20_24;490
HF-H;97XX;20_24;242
HH;97XX;20_24;2
FF;11XX;25_29;152
HF-F;11XX;25_29;10943
HF-H;11XX;25_29;8676
HH;11XX;25_29;125
FF;24XX;25_29;45
HF-F;24XX;25_29;1544
HF-H;24XX;25_29;1272
HH;24XX;25_29;11
FF;27XX;25_29;56
HF-F;27XX;25_29;1771
HF-H;27XX;25_29;1415
HH;27XX;25_29;31
FF;28XX;25_29;92
HF-F;28XX;25_29;2147
HF-H;28XX;25_29;1671
HH;28XX;25_29;47
FF;32XX;25_29;191
HF-F;32XX;25_29;4196
HF-H;32XX;25_29;3353
HH;32XX;25_29;59
FF;44XX;25_29;116
HF-F;44XX;25_29;3842
HF-H;44XX;25_29;3256
HH;44XX;25_29;35
FF;52XX;25_29;122
HF-F;52XX;25_29;2333
HF-H;52XX;25_29;1810
HH;52XX;25_29;39
FF;53XX;25_29;88
HF-F;53XX;25_29;1806
HF-H;53XX;25_29;1323
HH;53XX;25_29;22
FF;75XX;25_29;151
HF-F;75XX;25_29;3000
HF-H;75XX;25_29;2314
HH;75XX;25_29;59
FF;76XX;25_29;162
HF-F;76XX;25_29;3398
HF-H;76XX;25_29;2756
HH;76XX;25_29;49
FF;84XX;25_29;180
HF-F;84XX;25_29;6032
HF-H;84XX;25_29;4917
HH;84XX;25_29;80
FF;93XX;25_29;113
HF-F;93XX;25_29;3783
HF-H;93XX;25_29;3077
HH;93XX;25_29;44
FF;94XX;25_29;5
HF-F;94XX;25_29;159
HF-H;94XX;25_29;117
HH;94XX;25_29;0
FF;97XX;25_29;19
HF-F;97XX;25_29;1082
HF-H;97XX;25_29;852
HH;97XX;25_29;10
FF;11XX;30_34;259
HF-F;11XX;30_34;9559
HF-H;11XX;30_34;10694
HH;11XX;30_34;219
FF;24XX;30_34;79
HF-F;24XX;30_34;1593
HF-H;24XX;30_34;1639
HH;24XX;30_34;26
FF;27XX;30_34;64
HF-F;27XX;30_34;1685
HF-H;27XX;30_34;1816
HH;27XX;30_34;35
FF;28XX;30_34;90
HF-F;28XX;30_34;2247
HF-H;28XX;30_34;2382
HH;28XX;30_34;45
FF;32XX;30_34;157
HF-F;32XX;30_34;3891
HF-H;32XX;30_34;4227
HH;32XX;30_34;80
FF;44XX;30_34;111
HF-F;44XX;30_34;3749
HF-H;44XX;30_34;3840
HH;44XX;30_34;52
FF;52XX;30_34;130
HF-F;52XX;30_34;2773
HF-H;52XX;30_34;2749
HH;52XX;30_34;60
FF;53XX;30_34;107
HF-F;53XX;30_34;2261
HF-H;53XX;30_34;2346
HH;53XX;30_34;36
FF;75XX;30_34;190
HF-F;75XX;30_34;3838
HF-H;75XX;30_34;3724
HH;75XX;30_34;84
FF;76XX;30_34;200
HF-F;76XX;30_34;3700
HF-H;76XX;30_34;3838
HH;76XX;30_34;76
FF;84XX;30_34;215
HF-F;84XX;30_34;5431
HF-H;84XX;30_34;5999
HH;84XX;30_34;127
FF;93XX;30_34;130
HF-F;93XX;30_34;3728
HF-H;93XX;30_34;4001
HH;93XX;30_34;68
FF;94XX;30_34;4
HF-F;94XX;30_34;258
HF-H;94XX;30_34;232
HH;94XX;30_34;2
FF;97XX;30_34;16
HF-F;97XX;30_34;1173
HF-H;97XX;30_34;1084
HH;97XX;30_34;6
FF;11XX;35_39;185
HF-F;11XX;35_39;4485
HF-H;11XX;35_39;5730
HH;11XX;35_39;194
FF;24XX;35_39;32
HF-F;24XX;35_39;946
HF-H;24XX;35_39;1125
HH;24XX;35_39;18
FF;27XX;35_39;39
HF-F;27XX;35_39;1041
HF-H;27XX;35_39;1196
HH;27XX;35_39;27
FF;28XX;35_39;58
HF-F;28XX;35_39;1370
HF-H;28XX;35_39;1513
HH;28XX;35_39;44
FF;32XX;35_39;84
HF-F;32XX;35_39;2244
HF-H;32XX;35_39;2594
HH;32XX;35_39;56
FF;44XX;35_39;47
HF-F;44XX;35_39;2104
HF-H;44XX;35_39;2451
HH;44XX;35_39;35
FF;52XX;35_39;62
HF-F;52XX;35_39;1666
HF-H;52XX;35_39;1963
HH;52XX;35_39;49
FF;53XX;35_39;42
HF-F;53XX;35_39;1408
HF-H;53XX;35_39;1444
HH;53XX;35_39;22
FF;75XX;35_39;122
HF-F;75XX;35_39;2475
HF-H;75XX;35_39;2751
HH;75XX;35_39;58
FF;76XX;35_39;137
HF-F;76XX;35_39;2327
HF-H;76XX;35_39;2650
HH;76XX;35_39;85
FF;84XX;35_39;141
HF-F;84XX;35_39;3189
HF-H;84XX;35_39;3699
HH;84XX;35_39;85
FF;93XX;35_39;74
HF-F;93XX;35_39;2061
HF-H;93XX;35_39;2489
HH;93XX;35_39;60
FF;94XX;35_39;3
HF-F;94XX;35_39;147
HF-H;94XX;35_39;156
HH;94XX;35_39;2
FF;97XX;35_39;15
HF-F;97XX;35_39;854
HF-H;97XX;35_39;881
HH;97XX;35_39;9
FF;11XX;40_49;137
HF-F;11XX;40_49;3994
HF-H;11XX;40_49;4931
HH;11XX;40_49;259
FF;24XX;40_49;34
HF-F;24XX;40_49;931
HF-H;24XX;40_49;1057
HH;24XX;40_49;35
FF;27XX;40_49;26
HF-F;27XX;40_49;982
HF-H;27XX;40_49;1169
HH;27XX;40_49;38
FF;28XX;40_49;32
HF-F;28XX;40_49;1213
HF-H;28XX;40_49;1461
HH;28XX;40_49;50
FF;32XX;40_49;81
HF-F;32XX;40_49;2034
HF-H;32XX;40_49;2465
HH;32XX;40_49;76
FF;44XX;40_49;37
HF-F;44XX;40_49;1748
HF-H;44XX;40_49;2195
HH;44XX;40_49;62
FF;52XX;40_49;48
HF-F;52XX;40_49;1586
HF-H;52XX;40_49;1847
HH;52XX;40_49;56
FF;53XX;40_49;51
HF-F;53XX;40_49;1365
HF-H;53XX;40_49;1659
HH;53XX;40_49;44
FF;75XX;40_49;104
HF-F;75XX;40_49;2395
HF-H;75XX;40_49;2706
HH;75XX;40_49;97
FF;76XX;40_49;122
HF-F;76XX;40_49;2281
HF-H;76XX;40_49;2643
HH;76XX;40_49;142
FF;84XX;40_49;114
HF-F;84XX;40_49;2885
HF-H;84XX;40_49;3409
HH;84XX;40_49;97
FF;93XX;40_49;81
HF-F;93XX;40_49;2100
HF-H;93XX;40_49;2421
HH;93XX;40_49;102
FF;94XX;40_49;4
HF-F;94XX;40_49;161
HF-H;94XX;40_49;197
HH;94XX;40_49;0
FF;97XX;40_49;11
HF-F;97XX;40_49;853
HF-H;97XX;40_49;987
HH;97XX;40_49;10
FF;11XX;50_59;95
HF-F;11XX;50_59;1705
HF-H;11XX;50_59;2016
HH;11XX;50_59;318
FF;24XX;50_59;16
HF-F;24XX;50_59;527
HF-H;24XX;50_59;546
HH;24XX;50_59;46
FF;27XX;50_59;17
HF-F;27XX;50_59;462
HF-H;27XX;50_59;583
HH;27XX;50_59;29
FF;28XX;50_59;26
HF-F;28XX;50_59;593
HF-H;28XX;50_59;703
HH;28XX;50_59;58
FF;32XX;50_59;33
HF-F;32XX;50_59;847
HF-H;32XX;50_59;1029
HH;32XX;50_59;66
FF;44XX;50_59;35
HF-F;44XX;50_59;820
HF-H;44XX;50_59;1057
HH;44XX;50_59;42
FF;52XX;50_59;30
HF-F;52XX;50_59;696
HF-H;52XX;50_59;785
HH;52XX;50_59;61
FF;53XX;50_59;39
HF-F;53XX;50_59;617
HF-H;53XX;50_59;740
HH;53XX;50_59;42
FF;75XX;50_59;53
HF-F;75XX;50_59;1162
HF-H;75XX;50_59;1316
HH;75XX;50_59;119
FF;76XX;50_59;78
HF-F;76XX;50_59;1250
HF-H;76XX;50_59;1431
HH;76XX;50_59;134
FF;84XX;50_59;59
HF-F;84XX;50_59;1294
HF-H;84XX;50_59;1559
HH;84XX;50_59;98
FF;93XX;50_59;44
HF-F;93XX;50_59;984
HF-H;93XX;50_59;1073
HH;93XX;50_59;102
FF;94XX;50_59;3
HF-F;94XX;50_59;77
HF-H;94XX;50_59;102
HH;94XX;50_59;3
FF;97XX;50_59;5
HF-F;97XX;50_59;439
HF-H;97XX;50_59;553
HH;97XX;50_59;7
FF;11XX;60_PL;74
HF-F;11XX;60_PL;719
HF-H;11XX;60_PL;1051
HH;11XX;60_PL;180
FF;24XX;60_PL;4
HF-F;24XX;60_PL;177
HF-H;24XX;60_PL;280
HH;24XX;60_PL;25
FF;27XX;60_PL;10
HF-F;27XX;60_PL;163
HF-H;27XX;60_PL;238
HH;27XX;60_PL;20
FF;28XX;60_PL;18
HF-F;28XX;60_PL;229
HF-H;28XX;60_PL;314
HH;28XX;60_PL;57
FF;32XX;60_PL;19
HF-F;32XX;60_PL;193
HF-H;32XX;60_PL;326
HH;32XX;60_PL;25
FF;44XX;60_PL;16
HF-F;44XX;60_PL;258
HF-H;44XX;60_PL;423
HH;44XX;60_PL;18
FF;52XX;60_PL;18
HF-F;52XX;60_PL;180
HF-H;52XX;60_PL;295
HH;52XX;60_PL;26
FF;53XX;60_PL;19
HF-F;53XX;60_PL;196
HF-H;53XX;60_PL;317
HH;53XX;60_PL;29
FF;75XX;60_PL;47
HF-F;75XX;60_PL;408
HF-H;75XX;60_PL;636
HH;75XX;60_PL;66
FF;76XX;60_PL;40
HF-F;76XX;60_PL;417
HF-H;76XX;60_PL;633
HH;76XX;60_PL;63
FF;84XX;60_PL;23
HF-F;84XX;60_PL;455
HF-H;84XX;60_PL;707
HH;84XX;60_PL;49
FF;93XX;60_PL;39
HF-F;93XX;60_PL;331
HF-H;93XX;60_PL;502
HH;93XX;60_PL;72
FF;94XX;60_PL;3
HF-F;94XX;60_PL;37
HF-H;94XX;60_PL;46
HH;94XX;60_PL;3
FF;97XX;60_PL;3
HF-F;97XX;60_PL;189
HF-H;97XX;60_PL;247
HH;97XX;60_PL;8
FF;11XX;TOTAL;931
HF-F;11XX;TOTAL;35458
HF-H;11XX;TOTAL;34888
HH;11XX;TOTAL;1320
FF;24XX;TOTAL;217
HF-F;24XX;TOTAL;6336
HF-H;24XX;TOTAL;6243
HH;24XX;TOTAL;164
FF;27XX;TOTAL;220
HF-F;27XX;TOTAL;6809
HF-H;27XX;TOTAL;6790
HH;27XX;TOTAL;186
FF;28XX;TOTAL;329
HF-F;28XX;TOTAL;8428
HF-H;28XX;TOTAL;8347
HH;28XX;TOTAL;309
FF;32XX;TOTAL;626
HF-F;32XX;TOTAL;14883
HF-H;32XX;TOTAL;14750
HH;32XX;TOTAL;379
FF;44XX;TOTAL;401
HF-F;44XX;TOTAL;14127
HF-H;44XX;TOTAL;14043
HH;44XX;TOTAL;256
FF;52XX;TOTAL;439
HF-F;52XX;TOTAL;9868
HF-H;52XX;TOTAL;9765
HH;52XX;TOTAL;303
FF;53XX;TOTAL;352
HF-F;53XX;TOTAL;8052
HF-H;53XX;TOTAL;8046
HH;53XX;TOTAL;198
FF;75XX;TOTAL;698
HF-F;75XX;TOTAL;14192
HF-H;75XX;TOTAL;13949
HH;75XX;TOTAL;490
FF;76XX;TOTAL;778
HF-F;76XX;TOTAL;14809
HF-H;76XX;TOTAL;14691
HH;76XX;TOTAL;559
FF;84XX;TOTAL;772
HF-F;84XX;TOTAL;21796
HF-H;84XX;TOTAL;21622
HH;84XX;TOTAL;552
FF;93XX;TOTAL;514
HF-F;93XX;TOTAL;14519
HF-H;93XX;TOTAL;14289
HH;93XX;TOTAL;456
FF;94XX;TOTAL;22
HF-F;94XX;TOTAL;889
HF-H;94XX;TOTAL;874
HH;94XX;TOTAL;10
FF;97XX;TOTAL;75
HF-F;97XX;TOTAL;5112
HF-H;97XX;TOTAL;4848
HH;97XX;TOTAL;52
