TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
HF-H;9383;60_PL;464
HH;9383;60_PL;34
FF;9384;60_PL;5
HF-F;9384;60_PL;129
HF-H;9384;60_PL;192
HH;9384;60_PL;6
FF;942A;60_PL;1
HF-F;942A;60_PL;36
HF-H;942A;60_PL;59
HH;942A;60_PL;1
FF;942B;60_PL;2
HF-F;942B;60_PL;42
HF-H;942B;60_PL;69
HH;942B;60_PL;2
FF;971;60_PL;2
HF-F;971;60_PL;72
HF-H;971;60_PL;125
HH;971;60_PL;2
FF;972;60_PL;0
HF-F;972;60_PL;113
HF-H;972;60_PL;173
HH;972;60_PL;3
FF;973;60_PL;0
HF-F;973;60_PL;25
HF-H;973;60_PL;71
HH;973;60_PL;1
FF;974;60_PL;2
HF-F;974;60_PL;117
HF-H;974;60_PL;214
HH;974;60_PL;4
FF;976;60_PL;0
HF-F;976;60_PL;2
HF-H;976;60_PL;13
HH;976;60_PL;0
FF;1175;TOTAL;300
HF-F;1175;TOTAL;7658
HF-H;1175;TOTAL;7658
HH;1175;TOTAL;792
FF;1177;TOTAL;122
HF-F;1177;TOTAL;4835
HF-H;1177;TOTAL;4835
HH;1177;TOTAL;100
FF;1178;TOTAL;112
HF-F;1178;TOTAL;4684
HF-H;1178;TOTAL;4684
HH;1178;TOTAL;76
FF;1191;TOTAL;92
HF-F;1191;TOTAL;4146
HF-H;1191;TOTAL;4146
HH;1191;TOTAL;52
FF;1192;TOTAL;136
HF-F;1192;TOTAL;5502
HF-H;1192;TOTAL;5502
HH;1192;TOTAL;150
FF;1193;TOTAL;84
HF-F;1193;TOTAL;5103
HF-H;1193;TOTAL;5103
HH;1193;TOTAL;92
FF;1194;TOTAL;108
HF-F;1194;TOTAL;4600
HF-H;1194;TOTAL;4600
HH;1194;TOTAL;106
FF;1195;TOTAL;60
HF-F;1195;TOTAL;4415
HF-H;1195;TOTAL;4415
HH;1195;TOTAL;48
FF;2418;TOTAL;20
HF-F;2418;TOTAL;865
HF-H;2418;TOTAL;865
HH;2418;TOTAL;18
FF;2428;TOTAL;26
HF-F;2428;TOTAL;1299
HF-H;2428;TOTAL;1299
HH;2428;TOTAL;22
FF;2436;TOTAL;16
HF-F;2436;TOTAL;579
HF-H;2436;TOTAL;579
HH;2436;TOTAL;14
FF;2437;TOTAL;82
HF-F;2437;TOTAL;1902
HF-H;2437;TOTAL;1902
HH;2437;TOTAL;54
FF;2441;TOTAL;28
HF-F;2441;TOTAL;983
HF-H;2441;TOTAL;983
HH;2441;TOTAL;14
FF;2445;TOTAL;64
HF-F;2445;TOTAL;2085
HF-H;2445;TOTAL;2085
HH;2445;TOTAL;54
FF;2721;TOTAL;54
HF-F;2721;TOTAL;1572
HF-H;2721;TOTAL;1572
HH;2721;TOTAL;38
FF;2725;TOTAL;52
HF-F;2725;TOTAL;1644
HF-H;2725;TOTAL;1644
HH;2725;TOTAL;34
FF;2739;TOTAL;28
HF-F;2739;TOTAL;779
HF-H;2739;TOTAL;779
HH;2739;TOTAL;14
FF;2758;TOTAL;12
HF-F;2758;TOTAL;563
HF-H;2758;TOTAL;563
HH;2758;TOTAL;20
FF;2770;TOTAL;26
HF-F;2770;TOTAL;697
HF-H;2770;TOTAL;697
HH;2770;TOTAL;20
FF;2771;TOTAL;38
HF-F;2771;TOTAL;1617
HF-H;2771;TOTAL;1617
HH;2771;TOTAL;34
FF;2789;TOTAL;32
HF-F;2789;TOTAL;1037
HF-H;2789;TOTAL;1037
HH;2789;TOTAL;30
FF;2790;TOTAL;8
HF-F;2790;TOTAL;483
HF-H;2790;TOTAL;483
HH;2790;TOTAL;6
FF;2814;TOTAL;86
HF-F;2814;TOTAL;2220
HF-H;2814;TOTAL;2220
HH;2814;TOTAL;70
FF;2827;TOTAL;72
HF-F;2827;TOTAL;2033
HF-H;2827;TOTAL;2033
HH;2827;TOTAL;60
FF;2850;TOTAL;36
HF-F;2850;TOTAL;1412
HF-H;2850;TOTAL;1412
HH;2850;TOTAL;56
FF;2861;TOTAL;22
HF-F;2861;TOTAL;795
HF-H;2861;TOTAL;795
HH;2861;TOTAL;38
FF;2876;TOTAL;142
HF-F;2876;TOTAL;3845
HF-H;2876;TOTAL;3845
HH;2876;TOTAL;114
FF;3202;TOTAL;54
HF-F;3202;TOTAL;1462
HF-H;3202;TOTAL;1462
HH;3202;TOTAL;22
FF;3259;TOTAL;310
HF-F;3259;TOTAL;8438
HF-H;3259;TOTAL;8438
HH;3259;TOTAL;198
FF;3260;TOTAL;64
HF-F;3260;TOTAL;2359
HF-H;3260;TOTAL;2359
HH;3260;TOTAL;42
FF;3262;TOTAL;210
HF-F;3262;TOTAL;4483
HF-H;3262;TOTAL;4483
HH;3262;TOTAL;116
FF;3280;TOTAL;50
HF-F;3280;TOTAL;1507
HF-H;3280;TOTAL;1507
HH;3280;TOTAL;32
FF;4408;TOTAL;28
HF-F;4408;TOTAL;706
HF-H;4408;TOTAL;706
HH;4408;TOTAL;16
FF;4410;TOTAL;30
HF-F;4410;TOTAL;861
HF-H;4410;TOTAL;861
HH;4410;TOTAL;12
FF;4451;TOTAL;38
HF-F;4451;TOTAL;1637
HF-H;4451;TOTAL;1637
HH;4451;TOTAL;26
FF;4452;TOTAL;8
HF-F;4452;TOTAL;462
HF-H;4452;TOTAL;462
HH;4452;TOTAL;8
FF;4454;TOTAL;72
HF-F;4454;TOTAL;2217
HF-H;4454;TOTAL;2217
HH;4454;TOTAL;50
FF;4455;TOTAL;8
HF-F;4455;TOTAL;507
HF-H;4455;TOTAL;507
HH;4455;TOTAL;8
FF;4457;TOTAL;90
HF-F;4457;TOTAL;3470
HF-H;4457;TOTAL;3470
HH;4457;TOTAL;46
FF;4467;TOTAL;88
HF-F;4467;TOTAL;3956
HF-H;4467;TOTAL;3956
HH;4467;TOTAL;54
FF;4468;TOTAL;56
HF-F;4468;TOTAL;2672
HF-H;4468;TOTAL;2672
HH;4468;TOTAL;40
FF;4488;TOTAL;22
HF-F;4488;TOTAL;1013
HF-H;4488;TOTAL;1013
HH;4488;TOTAL;22
FF;5244;TOTAL;184
HF-F;5244;TOTAL;4502
HF-H;5244;TOTAL;4502
HH;5244;TOTAL;156
FF;5249;TOTAL;84
HF-F;5249;TOTAL;2560
HF-H;5249;TOTAL;2560
HH;5249;TOTAL;44
FF;5253;TOTAL;24
HF-F;5253;TOTAL;870
HF-H;5253;TOTAL;870
HH;5253;TOTAL;10
FF;5272;TOTAL;74
HF-F;5272;TOTAL;1538
HF-H;5272;TOTAL;1538
HH;5272;TOTAL;48
FF;5285;TOTAL;110
HF-F;5285;TOTAL;2279
HF-H;5285;TOTAL;2279
HH;5285;TOTAL;72
FF;5322;TOTAL;84
HF-F;5322;TOTAL;1714
HF-H;5322;TOTAL;1714
HH;5322;TOTAL;30
FF;5329;TOTAL;108
HF-F;5329;TOTAL;2612
HF-H;5329;TOTAL;2612
HH;5329;TOTAL;60
FF;5335;TOTAL;118
HF-F;5335;TOTAL;2978
HF-H;5335;TOTAL;2978
HH;5335;TOTAL;80
FF;5356;TOTAL;82
HF-F;5356;TOTAL;2357
HF-H;5356;TOTAL;2357
HH;5356;TOTAL;46
FF;7516;TOTAL;40
HF-F;7516;TOTAL;1069
HF-H;7516;TOTAL;1069
HH;7516;TOTAL;38
FF;7517;TOTAL;112
HF-F;7517;TOTAL;2119
HF-H;7517;TOTAL;2119
HH;7517;TOTAL;74
FF;7519;TOTAL;24
HF-F;7519;TOTAL;663
HF-H;7519;TOTAL;663
HH;7519;TOTAL;26
FF;7523;TOTAL;16
HF-F;7523;TOTAL;270
HF-H;7523;TOTAL;270
HH;7523;TOTAL;4
FF;7524;TOTAL;52
HF-F;7524;TOTAL;1302
HF-H;7524;TOTAL;1302
HH;7524;TOTAL;34
FF;7533;TOTAL;240
HF-F;7533;TOTAL;5363
HF-H;7533;TOTAL;5363
HH;7533;TOTAL;178
FF;7540;TOTAL;62
HF-F;7540;TOTAL;1337
HF-H;7540;TOTAL;1337
HH;7540;TOTAL;20
FF;7547;TOTAL;36
HF-F;7547;TOTAL;961
HF-H;7547;TOTAL;961
HH;7547;TOTAL;22
FF;7564;TOTAL;86
HF-F;7564;TOTAL;1890
HF-H;7564;TOTAL;1890
HH;7564;TOTAL;70
FF;7579;TOTAL;30
HF-F;7579;TOTAL;926
HF-H;7579;TOTAL;926
HH;7579;TOTAL;16
FF;7586;TOTAL;56
HF-F;7586;TOTAL;1103
HF-H;7586;TOTAL;1103
HH;7586;TOTAL;28
FF;7587;TOTAL;46
HF-F;7587;TOTAL;958
HF-H;7587;TOTAL;958
HH;7587;TOTAL;34
FF;7609;TOTAL;28
HF-F;7609;TOTAL;450
HF-H;7609;TOTAL;450
HH;7609;TOTAL;24
FF;7611;TOTAL;52
HF-F;7611;TOTAL;1211
HF-H;7611;TOTAL;1211
HH;7611;TOTAL;24
FF;7612;TOTAL;38
HF-F;7612;TOTAL;814
HF-H;7612;TOTAL;814
HH;7612;TOTAL;26
FF;7630;TOTAL;102
HF-F;7630;TOTAL;2675
HF-H;7630;TOTAL;2675
HH;7630;TOTAL;96
FF;7631;TOTAL;216
HF-F;7631;TOTAL;4108
HF-H;7631;TOTAL;4108
HH;7631;TOTAL;152
FF;7632;TOTAL;22
HF-F;7632;TOTAL;600
HF-H;7632;TOTAL;600
HH;7632;TOTAL;20
FF;7634;TOTAL;206
HF-F;7634;TOTAL;3902
HF-H;7634;TOTAL;3902
HH;7634;TOTAL;142
FF;7646;TOTAL;18
HF-F;7646;TOTAL;552
HF-H;7646;TOTAL;552
HH;7646;TOTAL;14
FF;7648;TOTAL;12
HF-F;7648;TOTAL;178
HF-H;7648;TOTAL;178
HH;7648;TOTAL;2
FF;7665;TOTAL;28
HF-F;7665;TOTAL;607
HF-H;7665;TOTAL;607
HH;7665;TOTAL;16
FF;7666;TOTAL;68
HF-F;7666;TOTAL;1558
HF-H;7666;TOTAL;1558
HH;7666;TOTAL;74
FF;7681;TOTAL;54
HF-F;7681;TOTAL;1102
HF-H;7681;TOTAL;1102
HH;7681;TOTAL;24
FF;7682;TOTAL;36
HF-F;7682;TOTAL;832
HF-H;7682;TOTAL;832
HH;7682;TOTAL;18
FF;8401;TOTAL;68
HF-F;8401;TOTAL;2129
HF-H;8401;TOTAL;2129
HH;8401;TOTAL;36
FF;8403;TOTAL;26
HF-F;8403;TOTAL;961
HF-H;8403;TOTAL;961
HH;8403;TOTAL;20
FF;8407;TOTAL;40
HF-F;8407;TOTAL;1064
HF-H;8407;TOTAL;1064
HH;8407;TOTAL;30
FF;8415;TOTAL;14
HF-F;8415;TOTAL;357
HF-H;8415;TOTAL;357
HH;8415;TOTAL;8
FF;8426;TOTAL;72
HF-F;8426;TOTAL;1916
HF-H;8426;TOTAL;1916
HH;8426;TOTAL;42
FF;8438;TOTAL;148
HF-F;8438;TOTAL;4193
HF-H;8438;TOTAL;4193
HH;8438;TOTAL;80
FF;8442;TOTAL;54
HF-F;8442;TOTAL;2383
HF-H;8442;TOTAL;2383
HH;8442;TOTAL;52
FF;8443;TOTAL;12
HF-F;8443;TOTAL;676
HF-H;8443;TOTAL;676
HH;8443;TOTAL;10
FF;8463;TOTAL;70
HF-F;8463;TOTAL;1837
HF-H;8463;TOTAL;1837
HH;8463;TOTAL;64
FF;8469;TOTAL;218
HF-F;8469;TOTAL;6233
HF-H;8469;TOTAL;6233
HH;8469;TOTAL;164
FF;8473;TOTAL;46
HF-F;8473;TOTAL;1440
HF-H;8473;TOTAL;1440
HH;8473;TOTAL;20
FF;8474;TOTAL;102
HF-F;8474;TOTAL;2875
HF-H;8474;TOTAL;2875
HH;8474;TOTAL;70
FF;9304;TOTAL;22
HF-F;9304;TOTAL;544
HF-H;9304;TOTAL;544
HH;9304;TOTAL;22
FF;9305;TOTAL;22
HF-F;9305;TOTAL;484
HF-H;9305;TOTAL;484
HH;9305;TOTAL;2
FF;9306;TOTAL;114
HF-F;9306;TOTAL;3789
HF-H;9306;TOTAL;3789
HH;9306;TOTAL;150
FF;9313;TOTAL;210
HF-F;9313;TOTAL;7312
HF-H;9313;TOTAL;7312
HH;9313;TOTAL;160
FF;9383;TOTAL;154
HF-F;9383;TOTAL;4032
HF-H;9383;TOTAL;4032
HH;9383;TOTAL;130
FF;9384;TOTAL;68
HF-F;9384;TOTAL;2158
HF-H;9384;TOTAL;2158
HH;9384;TOTAL;42
FF;942A;TOTAL;10
HF-F;942A;TOTAL;525
HF-H;942A;TOTAL;525
HH;942A;TOTAL;8
FF;942B;TOTAL;16
HF-F;942B;TOTAL;575
HF-H;942B;TOTAL;575
HH;942B;TOTAL;2
FF;971;TOTAL;10
HF-F;971;TOTAL;918
HF-H;971;TOTAL;918
HH;971;TOTAL;4
FF;972;TOTAL;6
HF-F;972;TOTAL;1045
HF-H;972;TOTAL;1045
HH;972;TOTAL;8
FF;973;TOTAL;6
HF-F;973;TOTAL;613
HF-H;973;TOTAL;613
HH;973;TOTAL;6
FF;974;TOTAL;58
HF-F;974;TOTAL;2957
HF-H;974;TOTAL;2957
HH;974;TOTAL;36
FF;976;TOTAL;0
HF-F;976;TOTAL;334
HF-H;976;TOTAL;334
HH;976;TOTAL;6
FF;11XX;14_19;0
HF-F;11XX;14_19;169
HF-H;11XX;14_19;15
HH;11XX;14_19;1
FF;24XX;14_19;0
HF-F;24XX;14_19;22
HF-H;24XX;14_19;9
HH;24XX;14_19;0
FF;27XX;14_19;0
HF-F;27XX;14_19;37
HF-H;27XX;14_19;9
HH;27XX;14_19;0
FF;28XX;14_19;0
HF-F;28XX;14_19;32
HF-H;28XX;14_19;7
HH;28XX;14_19;0
FF;32XX;14_19;3
HF-F;32XX;14_19;72
HF-H;32XX;14_19;13
HH;32XX;14_19;0
FF;44XX;14_19;0
HF-F;44XX;14_19;86
HF-H;44XX;14_19;10
HH;44XX;14_19;0
FF;52XX;14_19;1
HF-F;52XX;14_19;27
HF-H;52XX;14_19;1
HH;52XX;14_19;0
FF;53XX;14_19;0
HF-F;53XX;14_19;20
HF-H;53XX;14_19;4
HH;53XX;14_19;0
FF;75XX;14_19;1
HF-F;75XX;14_19;38
HF-H;75XX;14_19;9
HH;75XX;14_19;0
FF;76XX;14_19;0
HF-F;76XX;14_19;92
HF-H;76XX;14_19;12
HH;76XX;14_19;0
FF;84XX;14_19;0
HF-F;84XX;14_19;137
HF-H;84XX;14_19;20
HH;84XX;14_19;0
FF;93XX;14_19;0
HF-F;93XX;14_19;71
HF-H;93XX;14_19;19
HH;93XX;14_19;0
FF;94XX;14_19;0
HF-F;94XX;14_19;2
HF-H;94XX;14_19;0
HH;94XX;14_19;0
FF;97XX;14_19;0
HF-F;97XX;14_19;32
HF-H;97XX;14_19;2
HH;97XX;14_19;0
FF;11XX;20_24;29
HF-F;11XX;20_24;3919
HF-H;11XX;20_24;1778
HH;11XX;20_24;24
FF;24XX;20_24;8
HF-F;24XX;20_24;596
HF-H;24XX;20_24;315
HH;24XX;20_24;3
FF;27XX;20_24;8
HF-F;27XX;20_24;672
HF-H;27XX;20_24;365
HH;27XX;20_24;6
FF;28XX;20_24;13
HF-F;28XX;20_24;604
HF-H;28XX;20_24;297
HH;28XX;20_24;8
FF;32XX;20_24;58
HF-F;32XX;20_24;1417
HF-H;32XX;20_24;745
HH;32XX;20_24;17
FF;44XX;20_24;39
HF-F;44XX;20_24;1529
HF-H;44XX;20_24;813
HH;44XX;20_24;12
FF;52XX;20_24;28
HF-F;52XX;20_24;608
HF-H;52XX;20_24;315
HH;52XX;20_24;12
FF;53XX;20_24;6
HF-F;53XX;20_24;380
HF-H;53XX;20_24;213
HH;53XX;20_24;3
FF;75XX;20_24;30
HF-F;75XX;20_24;880
HF-H;75XX;20_24;493
HH;75XX;20_24;7
FF;76XX;20_24;39
HF-F;76XX;20_24;1356
HF-H;76XX;20_24;729
HH;76XX;20_24;10
FF;84XX;20_24;40
HF-F;84XX;20_24;2390
HF-H;84XX;20_24;1313
HH;84XX;20_24;16
FF;93XX;20_24;33
HF-F;93XX;20_24;1472
HF-H;93XX;20_24;709
HH;93XX;20_24;8
FF;94XX;20_24;0
HF-F;94XX;20_24;49
HF-H;94XX;20_24;24
HH;94XX;20_24;0
FF;97XX;20_24;6
HF-F;97XX;20_24;491
HF-H;97XX;20_24;243
HH;97XX;20_24;2
FF;11XX;25_29;154
HF-F;11XX;25_29;11211
HF-H;11XX;25_29;8749
HH;11XX;25_29;126
FF;24XX;25_29;45
HF-F;24XX;25_29;1581
HF-H;24XX;25_29;1278
HH;24XX;25_29;11
FF;27XX;25_29;56
HF-F;27XX;25_29;1806
HF-H;27XX;25_29;1432
HH;27XX;25_29;32
FF;28XX;25_29;92
HF-F;28XX;25_29;2189
HF-H;28XX;25_29;1679
HH;28XX;25_29;47
FF;32XX;25_29;192
HF-F;32XX;25_29;4276
HF-H;32XX;25_29;3387
HH;32XX;25_29;60
FF;44XX;25_29;117
HF-F;44XX;25_29;3929
HF-H;44XX;25_29;3291
HH;44XX;25_29;35
FF;52XX;25_29;122
HF-F;52XX;25_29;2361
HF-H;52XX;25_29;1821
HH;52XX;25_29;39
FF;53XX;25_29;89
HF-F;53XX;25_29;1831
HF-H;53XX;25_29;1327
HH;53XX;25_29;22
FF;75XX;25_29;153
HF-F;75XX;25_29;3044
HF-H;75XX;25_29;2335
HH;75XX;25_29;61
FF;76XX;25_29;162
HF-F;76XX;25_29;3492
HF-H;76XX;25_29;2791
HH;76XX;25_29;50
FF;84XX;25_29;183
HF-F;84XX;25_29;6160
HF-H;84XX;25_29;4977
HH;84XX;25_29;80
FF;93XX;25_29;113
HF-F;93XX;25_29;3902
HF-H;93XX;25_29;3107
HH;93XX;25_29;45
FF;94XX;25_29;5
HF-F;94XX;25_29;163
HF-H;94XX;25_29;118
HH;94XX;25_29;0
FF;97XX;25_29;19
HF-F;97XX;25_29;1088
HF-H;97XX;25_29;856
HH;97XX;25_29;10
FF;11XX;30_34;270
HF-F;11XX;30_34;10194
HF-H;11XX;30_34;11091
HH;11XX;30_34;222
FF;24XX;30_34;79
HF-F;24XX;30_34;1678
HF-H;24XX;30_34;1691
HH;24XX;30_34;26
FF;27XX;30_34;66
HF-F;27XX;30_34;1826
HF-H;27XX;30_34;1885
HH;27XX;30_34;36
FF;28XX;30_34;97
HF-F;28XX;30_34;2352
HF-H;28XX;30_34;2447
HH;28XX;30_34;46
FF;32XX;30_34;162
HF-F;32XX;30_34;4132
HF-H;32XX;30_34;4365
HH;32XX;30_34;83
FF;44XX;30_34;116
HF-F;44XX;30_34;3998
HF-H;44XX;30_34;3977
HH;44XX;30_34;52
FF;52XX;30_34;134
HF-F;52XX;30_34;2870
HF-H;52XX;30_34;2808
HH;52XX;30_34;61
FF;53XX;30_34;109
HF-F;53XX;30_34;2334
HF-H;53XX;30_34;2379
HH;53XX;30_34;37
FF;75XX;30_34;207
HF-F;75XX;30_34;4017
HF-H;75XX;30_34;3840
HH;75XX;30_34;84
FF;76XX;30_34;209
HF-F;76XX;30_34;3938
HF-H;76XX;30_34;3961
HH;76XX;30_34;80
FF;84XX;30_34;227
HF-F;84XX;30_34;5750
HF-H;84XX;30_34;6199
HH;84XX;30_34;129
FF;93XX;30_34;142
HF-F;93XX;30_34;3994
HF-H;93XX;30_34;4146
HH;93XX;30_34;70
FF;94XX;30_34;6
HF-F;94XX;30_34;272
HF-H;94XX;30_34;237
HH;94XX;30_34;2
FF;97XX;30_34;16
HF-F;97XX;30_34;1218
HF-H;97XX;30_34;1102
HH;97XX;30_34;6
FF;11XX;35_39;202
HF-F;11XX;35_39;5415
HF-H;11XX;35_39;6441
HH;11XX;35_39;199
FF;24XX;35_39;34
HF-F;24XX;35_39;1099
HF-H;24XX;35_39;1233
HH;24XX;35_39;19
FF;27XX;35_39;45
HF-F;27XX;35_39;1210
HF-H;27XX;35_39;1345
HH;27XX;35_39;29
FF;28XX;35_39;61
HF-F;28XX;35_39;1564
HF-H;28XX;35_39;1641
HH;28XX;35_39;46
FF;32XX;35_39;95
HF-F;32XX;35_39;2664
HF-H;32XX;35_39;2888
HH;32XX;35_39;57
FF;44XX;35_39;51
HF-F;44XX;35_39;2495
HF-H;44XX;35_39;2775
HH;44XX;35_39;35
FF;52XX;35_39;64
HF-F;52XX;35_39;1859
HF-H;52XX;35_39;2099
HH;52XX;35_39;50
FF;53XX;35_39;44
HF-F;53XX;35_39;1560
HF-H;53XX;35_39;1540
HH;53XX;35_39;24
FF;75XX;35_39;140
HF-F;75XX;35_39;2855
HF-H;75XX;35_39;2967
HH;75XX;35_39;62
FF;76XX;35_39;148
HF-F;76XX;35_39;2712
HF-H;76XX;35_39;2911
HH;76XX;35_39;90
FF;84XX;35_39;165
HF-F;84XX;35_39;3761
HF-H;84XX;35_39;4067
HH;84XX;35_39;88
FF;93XX;35_39;86
HF-F;93XX;35_39;2503
HF-H;93XX;35_39;2796
HH;93XX;35_39;62
FF;94XX;35_39;4
HF-F;94XX;35_39;167
HF-H;94XX;35_39;174
HH;94XX;35_39;2
FF;97XX;35_39;16
HF-F;97XX;35_39;919
HF-H;97XX;35_39;940
HH;97XX;35_39;9
FF;11XX;40_49;160
HF-F;11XX;40_49;5634
HF-H;11XX;40_49;6718
HH;11XX;40_49;278
FF;24XX;40_49;42
HF-F;24XX;40_49;1314
HF-H;24XX;40_49;1420
HH;24XX;40_49;36
FF;27XX;40_49;35
HF-F;27XX;40_49;1441
HF-H;27XX;40_49;1556
HH;27XX;40_49;40
FF;28XX;40_49;45
HF-F;28XX;40_49;1756
HF-H;28XX;40_49;1949
HH;28XX;40_49;56
FF;32XX;40_49;111
HF-F;32XX;40_49;3154
HF-H;32XX;40_49;3507
HH;32XX;40_49;82
FF;44XX;40_49;53
HF-F;44XX;40_49;2847
HF-H;44XX;40_49;3114
HH;44XX;40_49;68
FF;52XX;40_49;66
HF-F;52XX;40_49;2210
HF-H;52XX;40_49;2374
HH;52XX;40_49;63
FF;53XX;40_49;63
HF-F;53XX;40_49;1840
HF-H;53XX;40_49;2003
HH;53XX;40_49;46
FF;75XX;40_49;135
HF-F;75XX;40_49;3487
HF-H;75XX;40_49;3676
HH;75XX;40_49;103
FF;76XX;40_49;152
HF-F;76XX;40_49;3375
HF-H;76XX;40_49;3528
HH;76XX;40_49;155
FF;84XX;40_49;137
HF-F;84XX;40_49;4135
HF-H;84XX;40_49;4593
HH;84XX;40_49;105
FF;93XX;40_49;101
HF-F;93XX;40_49;3178
HF-H;93XX;40_49;3366
HH;93XX;40_49;111
FF;94XX;40_49;5
HF-F;94XX;40_49;224
HF-H;94XX;40_49;242
HH;94XX;40_49;0
FF;97XX;40_49;14
HF-F;97XX;40_49;1104
HF-H;97XX;40_49;1211
HH;97XX;40_49;12
FF;11XX;50_59;114
HF-F;11XX;50_59;2974
HF-H;11XX;50_59;3724
HH;11XX;50_59;351
FF;24XX;50_59;21
HF-F;24XX;50_59;946
HF-H;24XX;50_59;1042
HH;24XX;50_59;50
FF;27XX;50_59;27
HF-F;27XX;50_59;942
HF-H;27XX;50_59;1076
HH;27XX;50_59;30
FF;28XX;50_59;29
HF-F;28XX;50_59;1195
HF-H;28XX;50_59;1367
HH;28XX;50_59;67
FF;32XX;50_59;45
HF-F;32XX;50_59;1851
HF-H;32XX;50_59;2191
HH;32XX;50_59;78
FF;44XX;50_59;43
HF-F;44XX;50_59;1850
HF-H;44XX;50_59;2227
HH;44XX;50_59;56
FF;52XX;50_59;37
HF-F;52XX;50_59;1297
HF-H;52XX;50_59;1481
HH;52XX;50_59;67
FF;53XX;50_59;49
HF-F;53XX;50_59;1155
HF-H;53XX;50_59;1321
HH;53XX;50_59;51
FF;75XX;50_59;70
HF-F;75XX;50_59;2310
HF-H;75XX;50_59;2619
HH;75XX;50_59;136
FF;76XX;50_59;110
HF-F;76XX;50_59;2398
HF-H;76XX;50_59;2707
HH;76XX;50_59;162
FF;84XX;50_59;82
HF-F;84XX;50_59;2556
HF-H;84XX;50_59;3011
HH;84XX;50_59;119
FF;93XX;50_59;62
HF-F;93XX;50_59;2101
HF-H;93XX;50_59;2359
HH;93XX;50_59;117
FF;94XX;50_59;3
HF-F;94XX;50_59;145
HF-H;94XX;50_59;177
HH;94XX;50_59;3
FF;97XX;50_59;5
HF-F;97XX;50_59;686
HF-H;97XX;50_59;917
HH;97XX;50_59;11
FF;11XX;60_PL;85
HF-F;11XX;60_PL;1427
HF-H;11XX;60_PL;2427
HH;11XX;60_PL;215
FF;24XX;60_PL;7
HF-F;24XX;60_PL;477
HF-H;24XX;60_PL;725
HH;24XX;60_PL;31
FF;27XX;60_PL;13
HF-F;27XX;60_PL;458
HF-H;27XX;60_PL;724
HH;27XX;60_PL;23
FF;28XX;60_PL;21
HF-F;28XX;60_PL;613
HF-H;28XX;60_PL;918
HH;28XX;60_PL;68
FF;32XX;60_PL;22
HF-F;32XX;60_PL;683
HF-H;32XX;60_PL;1153
HH;32XX;60_PL;33
FF;44XX;60_PL;21
HF-F;44XX;60_PL;767
HF-H;44XX;60_PL;1294
HH;44XX;60_PL;24
FF;52XX;60_PL;24
HF-F;52XX;60_PL;517
HF-H;52XX;60_PL;850
HH;52XX;60_PL;38
FF;53XX;60_PL;32
HF-F;53XX;60_PL;541
HF-H;53XX;60_PL;874
HH;53XX;60_PL;33
FF;75XX;60_PL;64
HF-F;75XX;60_PL;1330
HF-H;75XX;60_PL;2022
HH;75XX;60_PL;91
FF;76XX;60_PL;60
HF-F;76XX;60_PL;1226
HF-H;76XX;60_PL;1950
HH;76XX;60_PL;85
FF;84XX;60_PL;36
HF-F;84XX;60_PL;1175
HF-H;84XX;60_PL;1884
HH;84XX;60_PL;59
FF;93XX;60_PL;53
HF-F;93XX;60_PL;1098
HF-H;93XX;60_PL;1817
HH;93XX;60_PL;93
FF;94XX;60_PL;3
HF-F;94XX;60_PL;78
HF-H;94XX;60_PL;128
HH;94XX;60_PL;3
FF;97XX;60_PL;4
HF-F;97XX;60_PL;329
HF-H;97XX;60_PL;596
HH;97XX;60_PL;10
FF;11XX;TOTAL;1014
HF-F;11XX;TOTAL;40943
HF-H;11XX;TOTAL;40943
HH;11XX;TOTAL;1416
FF;24XX;TOTAL;236
HF-F;24XX;TOTAL;7713
HF-H;24XX;TOTAL;7713
HH;24XX;TOTAL;176
FF;27XX;TOTAL;250
HF-F;27XX;TOTAL;8392
HF-H;27XX;TOTAL;8392
HH;27XX;TOTAL;196
FF;28XX;TOTAL;358
HF-F;28XX;TOTAL;10305
HF-H;28XX;TOTAL;10305
HH;28XX;TOTAL;338
FF;32XX;TOTAL;688
HF-F;32XX;TOTAL;18249
HF-H;32XX;TOTAL;18249
HH;32XX;TOTAL;410
FF;44XX;TOTAL;440
HF-F;44XX;TOTAL;17501
HF-H;44XX;TOTAL;17501
HH;44XX;TOTAL;282
FF;52XX;TOTAL;476
HF-F;52XX;TOTAL;11749
HF-H;52XX;TOTAL;11749
HH;52XX;TOTAL;330
FF;53XX;TOTAL;392
HF-F;53XX;TOTAL;9661
HF-H;53XX;TOTAL;9661
HH;53XX;TOTAL;216
FF;75XX;TOTAL;800
HF-F;75XX;TOTAL;17961
HF-H;75XX;TOTAL;17961
HH;75XX;TOTAL;544
FF;76XX;TOTAL;880
HF-F;76XX;TOTAL;18589
HF-H;76XX;TOTAL;18589
HH;76XX;TOTAL;632
FF;84XX;TOTAL;870
HF-F;84XX;TOTAL;26064
HF-H;84XX;TOTAL;26064
HH;84XX;TOTAL;596
FF;93XX;TOTAL;590
HF-F;93XX;TOTAL;18319
HF-H;93XX;TOTAL;18319
HH;93XX;TOTAL;506
FF;94XX;TOTAL;26
HF-F;94XX;TOTAL;1100
HF-H;94XX;TOTAL;1100
HH;94XX;TOTAL;10
