TYPMAR2;REGDEP_MAR;MMAR;NBMAR
HF;97XX;05;350
HH;97XX;05;1
FF;11XX;06;55
HF;11XX;06;5292
HH;11XX;06;80
FF;24XX;06;22
HF;24XX;06;1035
HH;24XX;06;16
FF;27XX;06;17
HF;27XX;06;1054
HH;27XX;06;12
FF;28XX;06;25
HF;28XX;06;1404
HH;28XX;06;23
FF;32XX;06;57
HF;32XX;06;2403
HH;32XX;06;25
FF;44XX;06;35
HF;44XX;06;2242
HH;44XX;06;10
FF;52XX;06;34
HF;52XX;06;1628
HH;52XX;06;24
FF;53XX;06;24
HF;53XX;06;1224
HH;53XX;06;10
FF;75XX;06;57
HF;75XX;06;2190
HH;75XX;06;31
FF;76XX;06;43
HF;76XX;06;2305
HH;76XX;06;37
FF;84XX;06;55
HF;84XX;06;3467
HH;84XX;06;31
FF;93XX;06;42
HF;93XX;06;2470
HH;93XX;06;45
FF;94XX;06;0
HF;94XX;06;176
HH;94XX;06;1
FF;97XX;06;4
HF;97XX;06;352
HH;97XX;06;3
FF;11XX;07;78
HF;11XX;07;6727
HH;11XX;07;82
FF;24XX;07;20
HF;24XX;07;1521
HH;24XX;07;12
FF;27XX;07;30
HF;27XX;07;1755
HH;27XX;07;18
FF;28XX;07;27
HF;28XX;07;2081
HH;28XX;07;22
FF;32XX;07;60
HF;32XX;07;3498
HH;32XX;07;29
FF;44XX;07;50
HF;44XX;07;3432
HH;44XX;07;26
FF;52XX;07;39
HF;52XX;07;2359
HH;52XX;07;23
FF;53XX;07;29
HF;53XX;07;1962
HH;53XX;07;20
FF;75XX;07;72
HF;75XX;07;3757
HH;75XX;07;44
FF;76XX;07;100
HF;76XX;07;3689
HH;76XX;07;68
FF;84XX;07;72
HF;84XX;07;5095
HH;84XX;07;45
FF;93XX;07;39
HF;93XX;07;3369
HH;93XX;07;34
FF;94XX;07;1
HF;94XX;07;240
HH;94XX;07;1
FF;97XX;07;3
HF;97XX;07;970
HH;97XX;07;2
FF;11XX;08;27
HF;11XX;08;3060
HH;11XX;08;35
FF;24XX;08;11
HF;24XX;08;1079
HH;24XX;08;7
FF;27XX;08;22
HF;27XX;08;1323
HH;27XX;08;13
FF;28XX;08;17
HF;28XX;08;1430
HH;28XX;08;23
FF;32XX;08;36
HF;32XX;08;2517
HH;32XX;08;22
FF;44XX;08;28
HF;44XX;08;2577
HH;44XX;08;13
FF;52XX;08;27
HF;52XX;08;1587
HH;52XX;08;21
FF;53XX;08;25
HF;53XX;08;1498
HH;53XX;08;12
FF;75XX;08;57
HF;75XX;08;2973
HH;75XX;08;42
FF;76XX;08;50
HF;76XX;08;2879
HH;76XX;08;35
FF;84XX;08;51
HF;84XX;08;3167
HH;84XX;08;34
FF;93XX;08;43
HF;93XX;08;2429
HH;93XX;08;23
FF;94XX;08;3
HF;94XX;08;177
HH;94XX;08;0
FF;97XX;08;3
HF;97XX;08;765
HH;97XX;08;6
FF;11XX;09;63
HF;11XX;09;5101
HH;11XX;09;86
FF;24XX;09;15
HF;24XX;09;1083
HH;24XX;09;9
FF;27XX;09;16
HF;27XX;09;1029
HH;27XX;09;18
FF;28XX;09;22
HF;28XX;09;1511
HH;28XX;09;22
FF;32XX;09;57
HF;32XX;09;2706
HH;32XX;09;36
FF;44XX;09;25
HF;44XX;09;2126
HH;44XX;09;19
FF;52XX;09;33
HF;52XX;09;1644
HH;52XX;09;26
FF;53XX;09;24
HF;53XX;09;1287
HH;53XX;09;14
FF;75XX;09;54
HF;75XX;09;2377
HH;75XX;09;29
FF;76XX;09;67
HF;76XX;09;2379
HH;76XX;09;49
FF;84XX;09;61
HF;84XX;09;3559
HH;84XX;09;46
FF;93XX;09;47
HF;93XX;09;2583
HH;93XX;09;36
FF;94XX;09;1
HF;94XX;09;122
HH;94XX;09;0
FF;97XX;09;2
HF;97XX;09;273
HH;97XX;09;2
FF;11XX;10;47
HF;11XX;10;3785
HH;11XX;10;71
FF;24XX;10;14
HF;24XX;10;582
HH;24XX;10;7
FF;27XX;10;7
HF;27XX;10;611
HH;27XX;10;9
FF;28XX;10;12
HF;28XX;10;767
HH;28XX;10;23
FF;32XX;10;30
HF;32XX;10;1569
HH;32XX;10;16
FF;44XX;10;14
HF;44XX;10;1327
HH;44XX;10;13
FF;52XX;10;22
HF;52XX;10;892
HH;52XX;10;11
FF;53XX;10;17
HF;53XX;10;677
HH;53XX;10;6
FF;75XX;10;34
HF;75XX;10;1380
HH;75XX;10;20
FF;76XX;10;29
HF;76XX;10;1514
HH;76XX;10;25
FF;84XX;10;31
HF;84XX;10;2137
HH;84XX;10;27
FF;93XX;10;20
HF;93XX;10;1591
HH;93XX;10;25
FF;94XX;10;2
HF;94XX;10;98
HH;94XX;10;0
FF;97XX;10;4
HF;97XX;10;595
HH;97XX;10;5
FF;11XX;11;24
HF;11XX;11;2198
HH;11XX;11;41
FF;24XX;11;5
HF;24XX;11;263
HH;24XX;11;7
FF;27XX;11;4
HF;27XX;11;317
HH;27XX;11;0
FF;28XX;11;12
HF;28XX;11;363
HH;28XX;11;4
FF;32XX;11;16
HF;32XX;11;726
HH;32XX;11;9
FF;44XX;11;10
HF;44XX;11;713
HH;44XX;11;8
FF;52XX;11;10
HF;52XX;11;392
HH;52XX;11;12
FF;53XX;11;4
HF;53XX;11;301
HH;53XX;11;7
FF;75XX;11;17
HF;75XX;11;565
HH;75XX;11;12
FF;76XX;11;17
HF;76XX;11;748
HH;76XX;11;20
FF;84XX;11;26
HF;84XX;11;1031
HH;84XX;11;16
FF;93XX;11;14
HF;93XX;11;647
HH;93XX;11;11
FF;94XX;11;0
HF;94XX;11;30
HH;94XX;11;0
FF;97XX;11;4
HF;97XX;11;225
HH;97XX;11;1
FF;11XX;12;26
HF;11XX;12;2215
HH;11XX;12;44
FF;24XX;12;4
HF;24XX;12;320
HH;24XX;12;8
FF;27XX;12;3
HF;27XX;12;360
HH;27XX;12;6
FF;28XX;12;16
HF;28XX;12;374
HH;28XX;12;16
FF;32XX;12;8
HF;32XX;12;716
HH;32XX;12;13
FF;44XX;12;6
HF;44XX;12;792
HH;44XX;12;6
FF;52XX;12;7
HF;52XX;12;408
HH;52XX;12;11
FF;53XX;12;5
HF;53XX;12;386
HH;53XX;12;11
FF;75XX;12;9
HF;75XX;12;694
HH;75XX;12;19
FF;76XX;12;15
HF;76XX;12;768
HH;76XX;12;12
FF;84XX;12;20
HF;84XX;12;1161
HH;84XX;12;18
FF;93XX;12;10
HF;93XX;12;740
HH;93XX;12;16
FF;94XX;12;0
HF;94XX;12;40
HH;94XX;12;0
FF;97XX;12;7
HF;97XX;12;1079
HH;97XX;12;7
FF;11XX;AN;507
HF;11XX;AN;40943
HH;11XX;AN;708
FF;24XX;AN;118
HF;24XX;AN;7713
HH;24XX;AN;88
FF;27XX;AN;125
HF;27XX;AN;8392
HH;27XX;AN;98
FF;28XX;AN;179
HF;28XX;AN;10305
HH;28XX;AN;169
FF;32XX;AN;344
HF;32XX;AN;18249
HH;32XX;AN;205
FF;44XX;AN;220
HF;44XX;AN;17501
HH;44XX;AN;141
FF;52XX;AN;238
HF;52XX;AN;11749
HH;52XX;AN;165
FF;53XX;AN;196
HF;53XX;AN;9661
HH;53XX;AN;108
FF;75XX;AN;400
HF;75XX;AN;17961
HH;75XX;AN;272
FF;76XX;AN;440
HF;76XX;AN;18589
HH;76XX;AN;316
FF;84XX;AN;435
HF;84XX;AN;26064
HH;84XX;AN;298
FF;93XX;AN;295
HF;93XX;AN;18319
HH;93XX;AN;253
FF;94XX;AN;13
HF;94XX;AN;1100
HH;94XX;AN;5
FF;97XX;AN;40
HF;97XX;AN;5867
HH;97XX;AN;30
FF;FM;01;118
HF;FM;01;6481
HH;FM;01;136
FF;FE;01;123
HF;FE;01;6846
HH;FE;01;137
FF;FM;02;163
HF;FM;02;7422
HH;FM;02;120
FF;FE;02;165
HF;FE;02;7726
HH;FE;02;121
FF;FM;03;145
HF;FM;03;8441
HH;FM;03;143
FF;FE;03;148
HF;FE;03;8657
HH;FE;03;144
FF;FM;04;199
HF;FM;04;10646
HH;FM;04;164
FF;FE;04;201
HF;FE;04;11019
HH;FE;04;164
FF;FM;05;353
HF;FM;05;18780
HH;FM;05;244
FF;FE;05;354
HF;FE;05;19130
HH;FE;05;245
FF;FM;06;466
HF;FM;06;26890
HH;FM;06;345
FF;FE;06;470
HF;FE;06;27242
HH;FE;06;348
FF;FM;07;617
HF;FM;07;39485
HH;FM;07;424
FF;FE;07;620
HF;FE;07;40455
HH;FE;07;426
FF;FM;08;397
HF;FM;08;26696
HH;FM;08;280
FF;FE;08;400
HF;FE;08;27461
HH;FE;08;286
FF;FM;09;485
HF;FM;09;27507
HH;FM;09;390
FF;FE;09;487
HF;FE;09;27780
HH;FE;09;392
FF;FM;10;279
HF;FM;10;16930
HH;FM;10;253
FF;FE;10;283
HF;FE;10;17525
HH;FE;10;258
FF;FM;11;159
HF;FM;11;8294
HH;FM;11;147
FF;FE;11;163
HF;FE;11;8519
HH;FE;11;148
FF;FM;12;129
HF;FM;12;8974
HH;FM;12;180
FF;FE;12;136
HF;FE;12;10053
HH;FE;12;187
FF;FM;AN;3510
HF;FM;AN;206546
HH;FM;AN;2826
FF;FE;AN;3550
HF;FE;AN;212413
HH;FE;AN;2856
